"Arquivo","Caminho","Linhas","Flask","FastAPI","SQLite","Requests","Pandas","Numpy","Streamlit","Tkinter","OpenAI","Classes","Funcoes"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CORE_EMAIL_24H.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CORE_EMAIL_24H.py","169","False","False","False","False","False","False","False","False","False","0","10"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CORE_LIVE_QUEUE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CORE_LIVE_QUEUE.py","182","False","False","False","False","False","False","True","False","False","0","6"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CORE_MANAGER.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CORE_MANAGER.py","229","True","False","False","True","False","False","False","False","False","0","5"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CORE_QUEUE_PANEL.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CORE_QUEUE_PANEL.py","106","False","False","False","False","False","False","True","False","False","0","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CORE_RUNNER.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CORE_RUNNER.py","14","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CUSTOMER_SERVICE_CORE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_CUSTOMER_SERVICE_CORE.py","442","False","False","False","False","False","False","False","False","False","3","13"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DATABASE_CORE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DATABASE_CORE.py","145","False","False","True","True","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOYMENT_DIAGNOSTIC.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOYMENT_DIAGNOSTIC.py","161","True","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOY_MASTER.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOY_MASTER.py","157","True","False","False","False","False","False","False","False","False","0","11"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOY_MASTER_V2.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOY_MASTER_V2.py","157","True","False","False","False","False","False","False","False","False","0","11"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOY_MASTER_V3.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOY_MASTER_V3.py","167","True","False","False","False","False","False","False","False","False","0","12"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOY_NETLIFY.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOY_NETLIFY.py","38","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOY_ORQUESTRADOR.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DEPLOY_ORQUESTRADOR.py","151","True","False","False","False","False","False","False","False","False","0","11"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DUAL_EXPERIENCE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_DUAL_EXPERIENCE.py","100","False","False","False","False","False","False","False","False","False","0","4"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_FIRST_REVENUE_ENGINE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_FIRST_REVENUE_ENGINE.py","464","True","False","True","False","False","False","False","False","False","0","8"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_FORM_TO_EMAIL.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_FORM_TO_EMAIL.py","31","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_FULL_FLOW.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_FULL_FLOW.py","85","False","False","False","False","False","False","False","False","False","0","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_GATEWAY_CORE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_GATEWAY_CORE.py","308","True","False","False","True","False","False","False","False","False","0","4"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_GLOBAL_CORE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_GLOBAL_CORE.py","759","True","False","True","False","False","False","False","False","False","0","8"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_GLOBAL_OPERATIONAL_CORE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_GLOBAL_OPERATIONAL_CORE.py","497","True","False","True","True","False","False","False","False","False","0","7"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_GLOBAL_READINESS_CHECK.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_GLOBAL_READINESS_CHECK.py","229","False","False","False","False","False","False","False","False","False","1","7"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_GLOBAL_SHOPPING_PLATFORM.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_GLOBAL_SHOPPING_PLATFORM.py","198","True","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_INTELLIGENT_CURATOR.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_INTELLIGENT_CURATOR.py","357","True","False","False","False","False","False","False","False","False","0","6"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MAIL_CORE_INTELIGENTE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MAIL_CORE_INTELIGENTE.py","116","False","False","False","False","False","False","False","False","False","0","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MAIL_FILTER.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MAIL_FILTER.py","53","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MAIL_HUB.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MAIL_HUB.py","97","False","False","False","False","False","False","False","False","False","0","2"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MAIL_MANAGER.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MAIL_MANAGER.py","88","False","False","False","False","False","False","False","False","False","0","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MAIL_TO_CORE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MAIL_TO_CORE.py","25","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MEDIA.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MEDIA.py","336","False","False","False","False","False","False","False","False","False","0","6"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MEDIA_ORCHESTRATION_CORE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MEDIA_ORCHESTRATION_CORE.py","244","True","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MEMORY_ENGINE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MEMORY_ENGINE.py","36","False","False","False","False","False","False","False","False","False","0","4"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MINIMAL_REAL_CORE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MINIMAL_REAL_CORE.py","308","True","False","True","True","False","False","False","False","False","0","7"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MULTI_MAIL_CORE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MULTI_MAIL_CORE.py","111","False","False","False","False","False","False","False","False","False","0","4"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MULTI_SECTOR_RADAR.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_MULTI_SECTOR_RADAR.py","88","False","False","False","False","False","False","True","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_NEURAL_ECOSYSTEM_CORE_FINAL.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_NEURAL_ECOSYSTEM_CORE_FINAL.py","521","False","False","False","False","False","False","False","False","False","10","29"
"NUCLEO_CONSOLIDADO_LABORATORIO_iotec_nucleus.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_iotec_nucleus.py","398","False","False","False","False","False","False","False","False","False","5","19"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_OPERATIONAL_WORKFLOW_ARCHITECTURE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_OPERATIONAL_WORKFLOW_ARCHITECTURE.py","540","False","False","False","False","False","False","False","False","False","3","16"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_PANEL_24H.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_PANEL_24H.py","40","False","False","False","False","False","False","True","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_PERSISTENT_OPERATIONAL_CORE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_PERSISTENT_OPERATIONAL_CORE.py","678","False","False","True","False","False","False","False","False","False","1","17"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_PROGRAMMING_GRID_ENGINE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_PROGRAMMING_GRID_ENGINE.py","386","False","False","False","False","False","False","False","False","False","0","5"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_Revenue_Strategy_Engine.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_Revenue_Strategy_Engine.py","239","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_Iotec_Spine.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Iotec_Spine.py","132","False","False","False","False","False","False","False","False","False","2","7"
"NUCLEO_CONSOLIDADO_LABORATORIO_Iotec_Spine_Core.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Iotec_Spine_Core.py","38","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_Iotec_Spine_Core_Architecture.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Iotec_Spine_Core_Architecture.py","693","False","False","False","False","False","False","True","False","False","13","35"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_STARTUP_CHECKLIST_ENGINE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_STARTUP_CHECKLIST_ENGINE.py","455","False","False","False","False","False","False","False","False","False","7","19"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_SYSTEM_FLOW_PANEL.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_SYSTEM_FLOW_PANEL.py","133","False","False","False","False","False","False","True","False","False","0","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_TEMPLATE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_TEMPLATE.py","18","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_TRAFFIC_CONTROLLER.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_TRAFFIC_CONTROLLER.py","449","True","False","False","False","False","False","False","False","False","0","13"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_TTS.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_TTS.py","6","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_ULTRACORE_ARCHITECTURE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_ULTRACORE_ARCHITECTURE.py","695","False","True","False","False","False","False","False","False","False","3","18"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_WHATSAPP_AUTOMATION.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_WHATSAPP_AUTOMATION.py","27","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_WHATS_LINK.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_IOTEC_WHATS_LINK.py","27","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_JAGUAR.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_JAGUAR.py","61","True","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_jaguar.py.servidor.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_jaguar.py.servidor.py","25","True","False","False","False","False","False","False","False","False","0","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_JGR.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_JGR.py","4","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_KYC.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_KYC.py","23","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_ler.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_ler.py","2","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_ler_emails.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_ler_emails.py","35","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_LIVE_EXECUTIVE_VISUAL.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_LIVE_EXECUTIVE_VISUAL.py","684","True","False","False","True","False","False","False","False","False","0","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_LIVE_OPERATIONAL_CORE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_LIVE_OPERATIONAL_CORE.py","791","False","False","True","True","False","False","False","False","False","1","13"
"NUCLEO_CONSOLIDADO_LABORATORIO_log_writer.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_log_writer.py","26","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_lucro.01.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_lucro.01.py","5","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_main.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_main.py","27","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_MALWARE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_MALWARE.py","11","False","False","False","False","False","False","False","False","False","0","2"
"NUCLEO_CONSOLIDADO_LABORATORIO_manifesto.entradas.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_manifesto.entradas.py","6","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_Mapa.Digital.Multicamadas.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Mapa.Digital.Multicamadas.py","33","False","False","False","False","False","False","False","False","False","1","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_MAPA_DO_ECOSSISTEMA.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_MAPA_DO_ECOSSISTEMA.py","5","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_mares.de.dados.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_mares.de.dados.py","48","False","False","False","False","False","False","False","False","False","1","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_margin.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_margin.py","10","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_Martim.Voador.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Martim.Voador.py","54","False","False","False","False","False","False","False","False","False","0","6"
"NUCLEO_CONSOLIDADO_LABORATORIO_memoria_cliente.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_memoria_cliente.py","17","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_MEMORIA_DE_PERFORMACE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_MEMORIA_DE_PERFORMACE.py","59","False","False","False","False","False","False","False","False","False","0","5"
"NUCLEO_CONSOLIDADO_LABORATORIO_mensagem_automatica.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_mensagem_automatica.py","13","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_midas.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_midas.py","65","False","False","False","False","False","False","False","False","False","1","2"
"NUCLEO_CONSOLIDADO_LABORATORIO_Minerador.Digital.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Minerador.Digital.py","39","False","False","False","False","False","False","False","False","False","1","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_minerao.digital.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_minerao.digital.py","15","False","False","False","False","False","False","False","False","False","1","4"
"NUCLEO_CONSOLIDADO_LABORATORIO_miner_nucleus.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_miner_nucleus.py","97","False","False","False","False","False","False","False","False","False","1","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_models.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_models.py","23","False","False","False","False","False","False","False","False","False","1","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_MODO.EXPANSO.ATIVO.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_MODO.EXPANSO.ATIVO.py","6","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_Modo.Sabio.py.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Modo.Sabio.py.py","27","False","False","False","False","True","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_module.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_module.py","40","False","False","False","False","False","False","False","False","False","1","2"
"NUCLEO_CONSOLIDADO_LABORATORIO_MODULO.ALDEIA.DO.AR.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_MODULO.ALDEIA.DO.AR.py","11","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_modulo_exemplo.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_modulo_exemplo.py","8","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_modulo_interface.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_modulo_interface.py","62","False","False","False","False","False","False","False","False","False","0","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_monitoramento.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_monitoramento.py","45","False","False","False","False","False","False","False","False","False","0","2"
"NUCLEO_CONSOLIDADO_LABORATORIO_montar_texto.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_montar_texto.py","12","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_MOTOR_DE_SIMILARIDADE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_MOTOR_DE_SIMILARIDADE.py","64","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_MOTOR_DE_SIMILARIDADE_AVANADO.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_MOTOR_DE_SIMILARIDADE_AVANADO.py","82","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_motor_producao.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_motor_producao.py","57","False","False","False","False","False","False","False","False","False","0","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_MOTOR_SEMANTICO.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_MOTOR_SEMANTICO.py","549","False","False","False","False","False","False","False","False","False","1","7"
"NUCLEO_CONSOLIDADO_LABORATORIO_MOTOR_SEMANTICO_COM_SCORE_DE_RELEVANCIA.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_MOTOR_SEMANTICO_COM_SCORE_DE_RELEVANCIA.py","401","False","False","False","False","False","False","False","False","False","1","7"
"NUCLEO_CONSOLIDADO_LABORATORIO_MOTOR_SEMANTICO_EMPRESARIAL_INTELIGENTE.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_MOTOR_SEMANTICO_EMPRESARIAL_INTELIGENTE.py","527","False","False","False","False","False","False","False","False","False","1","10"
"NUCLEO_CONSOLIDADO_LABORATORIO_Movimentao.Atpica.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Movimentao.Atpica.py","9","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_ms.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_ms.py","3","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_msg_cliente.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_msg_cliente.py","8","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_NAVEGACAO_DE_OPORTUNIDADES.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_NAVEGACAO_DE_OPORTUNIDADES.py","67","False","False","False","False","False","False","False","False","False","0","3"
"NUCLEO_CONSOLIDADO_LABORATORIO_Ncleo.IA.VIVA.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Ncleo.IA.VIVA.py","70","False","False","False","False","False","False","False","False","False","1","6"
"NUCLEO_CONSOLIDADO_LABORATORIO_NCLEO_CENTRAL.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_NCLEO_CENTRAL.py","52","True","False","False","False","False","False","False","False","False","0","2"
"NUCLEO_CONSOLIDADO_LABORATORIO_Neo_CompleX_Nova_Ia_Pasta_Mestre.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Neo_CompleX_Nova_Ia_Pasta_Mestre.py","30","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_Neo_CompleX_Nova_Ia_Placa_Mae.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Neo_CompleX_Nova_Ia_Placa_Mae.py","75","False","False","False","False","False","False","False","False","False","0","9"
"NUCLEO_CONSOLIDADO_LABORATORIO_Neo_System_Core.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_Neo_System_Core.py","30","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_NODE_CHECK.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_NODE_CHECK.py","65","False","False","False","False","False","False","False","False","False","0","0"
"NUCLEO_CONSOLIDADO_LABORATORIO_node_connector.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_node_connector.py","16","False","False","False","False","False","False","False","False","False","1","2"
"NUCLEO_CONSOLIDADO_LABORATORIO_notificar_cliente.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_notificar_cliente.py","3","False","False","False","False","False","False","False","False","False","0","1"
"NUCLEO_CONSOLIDADO_LABORATORIO_NOVO_PEDIDO_IOTEC.py","C:\IOTEC\ENCODING_BACKUP\NUCLEO_CONSOLIDADO_LABORATORIO_NOVO_PEDIDO_IOTEC.py","18","False","False","False","False","False","False","False","False","False","0","0"
